stock1,stock2,reward,theshold choose
1402,1717,0,0
1402,2308,0.3225000000000051,1
1402,2330,0,0
1402,2352,0,0
1402,2357,0,0
1402,2448,0,0
1402,2834,0,0
1402,2884,0,0
1402,2892,0,0
1504,2382,0,0
1319,1402,0,0
1319,1536,0,0
1319,1605,0,0
1319,2308,3.6158000000000925,1
1319,2823,0,0
1319,2884,0,0
1319,3189,0,0
1326,2002,0,0
1326,2330,0,0
1102,1605,0,0
1102,2308,0.29410000000000025,1
1102,2382,0,0
1102,2448,0,0
1102,2801,0,0
1102,2834,0,0
1102,2884,0,0
1102,2885,0.1318750000000044,1
1102,3189,1.010749999999959,1
2002,2492,0,0
2002,6269,-0.1377499999999685,0
1717,2330,0,0
1717,2448,0,0
1536,2308,0,0
1536,2382,-0.7709999999999582,0
1536,2492,0,0
1536,2801,0.4053750000000207,1
1536,2884,0.39375000000001137,1
1536,2892,0,0
1536,2912,1.51175000000012,1
1536,3189,0,0
1536,6269,2.654250000000161,1
1605,2105,0,0
1605,2308,0,0
1605,2311,0.0687250000000148,1
1605,2382,0,0
1605,2448,-1.15327499999999,0
1605,2603,0.09327500000000555,1
1605,2610,0,0
1605,2801,0,0
1605,2823,0,0
1605,2834,0,0
1605,2884,0,0
1605,2885,0,0
1605,2886,0,0
1605,2892,0,0
1605,3189,0,0
1605,6116,0,0
1909,2371,-0.20797499999999047,0
1909,2448,0,0
1909,2823,0,0
1909,2884,0,0
1909,3189,1.417650000000016,1
1909,6116,0,0
2313,6116,0.5849499999999992,1
2311,2313,0,0
2311,2330,0,0
2311,2352,0.08139999999999503,1
2311,2382,0,0
2311,2448,0,0
2311,2454,0,0
2311,2823,0,0
2311,2834,0,0
2311,2884,0,0
2311,2885,0,0
2311,3189,0.6377999999999986,1
2311,6116,0,0
2308,2311,0,0
2308,2330,0,0
2308,2352,0,0
2308,2357,0,0
2308,2382,-0.591199999999958,0
2308,2448,0.04025000000001455,1
2308,2492,0,0
2308,2603,0.38987500000001774,1
2308,2801,0,0
2308,2823,0,0
2308,2882,0,0
2308,2883,0.7373250000000056,1
2308,2884,0,0
2308,2885,0,0
2308,2886,0,0
2308,2892,0,0
2308,3189,1.1337500000000205,1
2308,6116,0,0
2308,6269,0,0
2330,2395,0.3340000000000032,1
2330,2448,0,0
2330,2492,0,0
2330,2603,0,0
2330,2801,0,0
2330,2823,0,0
2330,2834,0,0
2330,2883,0,0
2330,2884,0,0
2330,2885,0,0
2330,3189,0.5564999999999998,1
2330,6116,0,0
2330,6269,0,0
2352,2371,0.30080000000000595,1
2352,2382,0,0
2352,2448,0.34487500000001603,1
2352,2454,0,0
2352,2884,0,0
2352,3189,0,0
2352,6269,0,0
2371,2448,0.20142500000001462,1
2371,2801,0,0
2371,2823,0,0
2371,2834,0,0
2371,2884,0,0
2371,2885,0,0
2371,3189,0.8413499999999985,1
2357,2371,0,0
2357,2448,0,0
2357,2492,0,0
2357,2610,0,0
2357,2834,0,0
2357,2883,0,0
2357,2884,0,0
2357,2885,0,0
2357,3189,0.27839999999997644,1
2357,6116,0,0
2357,6269,0,0
2382,2395,0,0
2382,2448,0,0
2382,2454,-1.9982499999999845,0
2382,2492,-0.7445499999999683,0
2382,2801,0,0
2382,2834,0,0
2382,2882,0,0
2382,2883,-0.36862499999999443,0
2382,2884,0,0
2382,2885,0,0
2382,3189,-0.19759999999993738,0
2382,6116,0,0
2382,6269,-1.2574999999999932,0
2439,2823,0,0
2395,2801,0,0
2395,2834,0,0
2395,2883,0,0
2395,2884,0,0
2395,2885,0.308250000000001,1
2395,2886,0,0
2448,2492,0,0
2448,2603,0,0
2448,2801,0,0
2448,2882,0.20922500000000355,1
2448,2883,0,0
2448,2884,0,0
2448,2885,0,0
2448,2912,0,0
2448,3019,0,0
2448,3189,0.10180000000001144,1
2448,6116,0,0
2448,6269,0,0
2454,2834,0,0
2454,2883,0,0
2454,2884,0,0
2454,3189,-0.06274999999999409,0
2492,2801,0,0
2492,2834,0,0
2492,2883,0,0
2492,2884,0,0
2492,2885,0,0
2492,3189,0.7093500000000148,1
2492,6116,0,0
2603,2801,0.1412250000000128,1
2603,2823,0,0
2603,2834,0,0
2603,2884,0,0
2603,2912,0,0
2603,3189,0.47594999999997967,1
2801,2834,0,0
2801,2884,0,0
2801,2885,0,0
2801,3189,0,0
2801,6116,0.12685000000000457,1
2823,2883,0,0
2823,2884,0,0
2823,3189,0,0
2823,6116,0,0
2834,2882,0,0
2834,2883,0,0
2834,2884,0,0
2834,2885,0,0
2834,2886,0,0
2834,2912,0,0
2834,6116,0,0
2883,3189,0,0
2883,6116,0,0
2885,3189,0,0
2885,6116,0,0
2885,6269,0,0
2884,2885,0,0
2884,2892,0,0
2884,2912,0,0
2884,3189,0.18000000000000682,1
2884,6116,0,0
2884,6269,0,0
2884,9938,0,0
2892,6269,0,0
2886,3189,0.23409999999999798,1
3189,6116,0,0
3189,6269,0.6795000000000186,1
