stock1,stock2,open,loss,reward,open_num,action choose
1301,2352,0.9500000000000004,11.0,0.2841500000000039,1,28
1301,2353,2.3500000000000014,15.0,0.3712500000000034,1,93
1301,2357,2.5500000000000016,17.0,1.0925000000000296,1,105
1301,2451,10.0,25.0,0.0,0,299
1301,2867,1.2500000000000009,15.0,0.36787500000001216,1,41
1301,3231,1.7500000000000009,9.0,0.2516500000000121,1,66
1301,3481,0.5,10.0,0.15125000000000455,1,0
1301,3682,1.6500000000000008,14.0,0.2542500000000132,1,60
1303,2317,1.2000000000000006,22.0,0.25970000000000937,1,40
1303,2353,2.3500000000000014,15.0,0.29675000000000296,1,93
1303,2382,7.550000000000006,18.0,0.7375000000000682,1,283
1303,2408,1.8500000000000008,8.0,0.2804000000000286,1,72
1303,2451,10.0,25.0,0.0,0,299
1303,2454,1.3500000000000008,6.0,0.3014500000000453,1,42
1303,2801,1.1500000000000006,8.0,0.13452500000001066,1,36
1303,2867,0.5,10.0,0.2433750000000145,1,0
1216,2867,1.6500000000000008,14.0,0.19742500000000973,1,60
1216,3702,2.200000000000001,6.0,0.08572500000001071,1,88
1402,2204,1.8000000000000012,9.0,0.04852499999999793,1,70
1402,2884,1.550000000000001,16.0,0.06142499999999629,1,54
1402,9945,0.5,10.0,0.16462500000001512,1,0
1434,2357,4.650000000000004,7.0,0.6946250000000305,1,189
1434,2884,2.5000000000000018,5.0,0.09804999999999353,1,103
1536,1802,3.5500000000000025,15.0,0.1805000000000092,1,143
1536,2002,0.5,10.0,0.6193750000000051,1,0
1536,2353,0.5,10.0,0.4248750000000143,1,0
1536,2357,1.2500000000000009,15.0,2.088250000000073,1,41
1536,2439,2.3500000000000014,15.0,5.237500000000068,1,93
1536,2801,1.3500000000000008,6.0,0.4121250000000174,1,42
1536,2823,0.8000000000000003,18.0,0.569500000000005,1,21
1536,2867,1.5000000000000009,5.0,0.9203750000000072,1,50
1536,2885,1.7500000000000009,9.0,0.448875000000001,1,66
1536,2886,2.7500000000000018,14.0,0.6197500000000105,1,110
1536,2890,0.5,10.0,0.2644000000000091,1,0
1536,2891,0.7500000000000002,19.0,0.9031250000000028,1,20
1536,2912,2.650000000000002,12.0,2.451250000000016,1,106
1536,3189,2.200000000000001,6.0,1.2492500000000175,1,88
1536,3682,0.5,10.0,0.4575000000000102,1,0
1536,3702,1.0000000000000004,14.0,0.2591250000000116,1,30
1536,5880,3.5000000000000027,9.0,0.1793750000000074,1,139
1536,9910,4.450000000000004,16.0,7.093750000000057,1,183
2002,2347,2.0000000000000013,6.0,0.11827500000001125,1,84
2002,2353,0.5,10.0,0.21112500000000975,1,0
2002,2356,0.5,10.0,0.06290000000000262,1,0
2002,2379,1.600000000000001,9.0,0.4218750000000142,1,55
2002,2451,10.0,25.0,0.0,0,299
2002,2454,2.5500000000000016,17.0,0.2298750000000069,1,105
2002,2801,1.9500000000000013,6.0,0.11230000000000473,1,77
2002,2884,1.4000000000000008,5.0,0.14472499999999403,1,46
2002,2886,1.0500000000000005,7.0,0.034900000000000375,1,31
2002,2892,0.6500000000000001,12.0,0.19537500000001276,1,12
2002,5880,1.8000000000000012,9.0,0.18087500000000034,1,70
2002,9910,2.650000000000002,12.0,0.8933750000000059,1,106
2002,9945,0.5,10.0,0.014075000000005387,1,0
1802,2002,3.800000000000003,8.0,0.046975000000001536,1,152
1802,2317,10.0,25.0,0.0,0,299
1802,2347,0.5,10.0,0.14632500000000448,1,0
1802,2353,2.9000000000000017,20.0,0.007925000000001958,1,116
1802,2356,5.700000000000005,10.0,0.12879999999999825,1,228
1802,2357,1.600000000000001,9.0,0.4750000000000085,1,55
1802,2379,1.7000000000000008,6.0,0.482625000000013,1,62
1802,2409,2.5000000000000018,5.0,0.1618250000000021,1,103
1802,2439,2.3500000000000014,15.0,0.9695000000000108,1,93
1802,2454,2.3000000000000016,9.0,0.5402500000000288,1,91
1802,2801,1.3500000000000008,6.0,0.03675000000000495,1,42
1802,2823,10.0,25.0,0.0,0,299
1802,2867,2.0500000000000016,15.0,0.2917750000000048,1,85
1802,2884,3.3500000000000023,16.0,0.23415000000000674,1,133
1802,2885,3.950000000000003,6.0,0.21822500000001102,1,160
1802,2886,3.800000000000003,8.0,0.6674249999999944,1,152
1802,2887,2.650000000000002,12.0,0.15745000000000786,1,106
1802,2888,2.9000000000000017,20.0,0.0285100000000007,1,116
1802,2890,3.650000000000003,6.0,0.06994999999999152,1,146
1802,2891,3.5500000000000025,15.0,0.1277750000000033,1,143
1802,2892,1.9500000000000013,6.0,0.29360000000000497,1,77
1802,3682,0.5,10.0,0.0920500000000004,1,0
1802,5880,2.7500000000000018,14.0,0.008825000000001637,1,110
1802,9904,2.5500000000000016,17.0,0.032825000000016764,1,105
1802,9910,2.650000000000002,12.0,0.9541250000000048,1,106
1802,9938,0.5,10.0,0.4830000000000041,1,0
1802,9945,3.2500000000000027,10.0,0.14257500000001502,1,129
2103,2454,2.200000000000001,6.0,2.0970000000000937,1,88
2204,2353,2.3000000000000016,9.0,0.247325,1,91
2204,2357,3.6000000000000028,9.0,0.3288000000000153,1,145
2204,2382,6.600000000000005,17.0,0.3278000000000034,1,250
2204,2395,1.550000000000001,16.0,0.6807500000000175,1,54
2204,2451,10.0,25.0,0.0,0,299
2204,2823,1.8000000000000012,9.0,0.11989999999999768,1,70
2204,2867,1.600000000000001,9.0,0.3506000000000107,1,55
2204,2886,1.8000000000000012,9.0,0.2149999999999785,1,70
2204,2891,2.3000000000000016,9.0,0.1832000000000029,1,91
2204,3231,1.3500000000000008,6.0,0.04125000000000156,1,42
2204,3481,0.5,10.0,0.13390000000000055,1,0
2204,6269,1.8000000000000012,9.0,1.043475000000015,1,70
2317,2353,2.0500000000000016,15.0,0.21877500000000796,1,85
2317,2395,2.200000000000001,6.0,0.5040000000000475,1,88
2317,2408,1.2000000000000006,22.0,0.22340000000004068,1,40
2317,2451,10.0,25.0,0.0,0,299
2317,2867,0.5,10.0,0.3651750000000078,1,0
2317,2891,0.6000000000000001,6.0,0.09777500000001282,1,6
2317,2892,2.3500000000000014,15.0,0.35265000000001123,1,93
2317,3231,1.0500000000000005,7.0,0.1980500000000092,1,31
2317,3682,1.6500000000000008,14.0,0.3010250000000028,1,60
2317,3702,10.0,25.0,-1e-06,0,299
2317,9904,10.0,25.0,0.0,0,299
